y[mm],cla,clb,cd,cl,cz,C[mm],C*cz[mm],w[kg/mm],sa[N],si[N],S[N],M[N*m]
790,0.9819399999999999,0.04505,0.13819599999999999,1.419766,1.40914461783,1962.52,2765.47449538,0.47040000000000004,35521.80733171717,4348.051614177308,31173.755717539865,56426.07940340827
791,0.9821259999999999,0.045045,0.13815840000000001,1.4200214,1.40938246845,1962.308,2765.6424929,0.47040000000000004,35510.70432189149,4347.01882282002,31163.68549907147,56393.62682615134
792,0.9823119999999999,0.04504,0.1381208,1.4202768,1.40962031907,1962.096,2765.81038956,0.47040000000000004,35499.602496823565,4345.986031462734,31153.616465360832,56361.186112804324
793,0.9824979999999999,0.045035,0.1380832,1.4205322,1.40985816969,1961.884,2765.97818538,0.47040000000000004,35488.50185657173,4344.953240105448,31143.548616466287,56328.757261271276
794,0.9826839999999999,0.04503,0.1380456,1.4207876,1.41009602031,1961.672,2766.14588035,0.47040000000000004,35477.40240119427,4343.92044874816,31133.481952446105,56296.34026945632
795,0.9828699999999999,0.045024999999999996,0.138008,1.421043,1.41033387093,1961.46,2766.31347447,0.47040000000000004,35466.30413074957,4342.887657390874,31123.4164733587,56263.93513526372
796,0.9830559999999999,0.04502,0.1379704,1.4212984,1.41057172154,1961.248,2766.48096774,0.47040000000000004,35455.207045295974,4341.854866033587,31113.352179262387,56231.541856597774
797,0.983242,0.045015,0.1379328,1.4215538,1.41080957216,1961.036,2766.64836016,0.47040000000000004,35444.11114489178,4340.8220746763,31103.28907021548,56199.16043136292
798,0.983428,0.045009999999999994,0.1378952,1.4218092,1.41104742278,1960.824,2766.81565173,0.47040000000000004,35433.01642959534,4339.7892833190135,31093.227146276324,56166.79085746359
799,0.9836139999999999,0.045004999999999996,0.1378576,1.4220646,1.4112852734,1960.612,2766.98284246,0.47040000000000004,35421.92289946499,4338.756491961727,31083.16640750326,56134.43313280439
800,0.9837999999999999,0.045,0.13782,1.42232,1.41152312402,1960.4,2767.14993233,0.47040000000000004,35410.83055455907,4337.72370060444,31073.106853954632,56102.08725529001
801,0.9839859999999999,0.044995,0.1377824,1.4225754,1.41176097464,1960.188,2767.31692136,0.47040000000000004,35399.73939493591,4336.690909247152,31063.048485688756,56069.753222825166
802,0.9841719999999999,0.044989999999999995,0.1377448,1.4228308,1.41199882526,1959.976,2767.48380954,0.47040000000000004,35388.64942065386,4335.658117889866,31052.991302763996,56037.4310333147
803,0.984358,0.044985,0.1377072,1.4230862,1.41223667588,1959.7640000000001,2767.65059687,0.47040000000000004,35377.56063177124,4334.6253265325795,31042.935305238658,56005.12068466354
804,0.9845439999999999,0.04498,0.1376696,1.4233416,1.4124745265,1959.552,2767.81728335,0.47040000000000004,35366.473028346394,4333.592535175293,31032.880493171102,55972.82217477674
805,0.9847299999999999,0.044975,0.137632,1.423597,1.41271237712,1959.34,2767.98386898,0.47040000000000004,35355.386610437665,4332.559743818007,31022.82686661966,55940.53550155934
806,0.9849159999999999,0.044969999999999996,0.1375944,1.4238524,1.41295022774,1959.128,2768.15035377,0.47040000000000004,35344.301378103366,4331.526952460719,31012.774425642645,55908.260662916546
807,0.9851019999999999,0.044965,0.1375568,1.4241078,1.41318807836,1958.916,2768.3167377,0.47040000000000004,35333.21733140186,4330.494161103433,31002.723170298425,55875.99765675362
808,0.9852879999999999,0.04496,0.1375192,1.4243632,1.41342592897,1958.704,2768.48302079,0.47040000000000004,35322.134470391466,4329.4613697461455,30992.67310064532,55843.746480975955
809,0.985474,0.044954999999999995,0.1374816,1.4246186,1.41366377959,1958.492,2768.64920302,0.47040000000000004,35311.05279513052,4328.428578388859,30982.62421674166,55811.50713348895
810,0.98566,0.04495,0.137444,1.424874,1.41390163021,1958.28,2768.81528441,0.47040000000000004,35299.97230567738,4327.395787031572,30972.57651864581,55779.27961219815
811,0.9858459999999999,0.044945,0.1374064,1.4251294,1.41413948083,1958.068,2768.98126495,0.47040000000000004,35288.89300209035,4326.362995674285,30962.530006416066,55747.0639150092
812,0.9860319999999999,0.04494,0.1373688,1.4253848,1.41437733145,1957.856,2769.14714465,0.47040000000000004,35277.81488442779,4325.330204316999,30952.484680110792,55714.86003982779
813,0.9862179999999999,0.044934999999999996,0.1373312,1.4256402,1.41461518207,1957.644,2769.31292349,0.47040000000000004,35266.73795274802,4324.297412959712,30942.44053978831,55682.667984559695
814,0.986404,0.04493,0.1372936,1.4258956,1.41485303269,1957.432,2769.47860148,0.47040000000000004,35255.662207109395,4323.264621602425,30932.39758550697,55650.487747110805
815,0.9865899999999999,0.044925,0.137256,1.426151,1.41509088331,1957.22,2769.64417863,0.47040000000000004,35244.46297322581,4255.933880689992,30988.52909253582,55696.7756930601
816,0.9867759999999999,0.04492,0.1372184,1.4264064,1.41532873393,1957.008,2769.80965493,0.47040000000000004,35233.245600960814,4254.916931136662,30978.32866982415,55664.41087287151
817,0.9869619999999999,0.044915,0.1371808,1.4266618,1.41556658455,1956.796,2769.97503038,0.47040000000000004,35222.02950941439,4253.899981583331,30968.129527831057,55632.058066777245
818,0.9871479999999999,0.04491,0.1371432,1.4269172,1.41580443517,1956.584,2770.14030498,0.47040000000000004,35210.814698626535,4252.88303203,30957.931666596534,55599.71727258135
819,0.9873339999999999,0.044905,0.1371056,1.4271726,1.41604228579,1956.372,2770.30547873,0.47040000000000004,35199.60116863713,4251.866082476669,30947.735086160457,55567.388488088116
820,0.98752,0.044899999999999995,0.137068,1.427428,1.41628013641,1956.16,2770.47055163,0.47040000000000004,35188.38891948611,4250.849132923338,30937.539786562775,55535.071711101795
821,0.987706,0.044895,0.1370304,1.4276834,1.41651798702,1955.948,2770.63552368,0.47040000000000004,35177.17795121346,4249.8321833700065,30927.345767843453,55502.76693942685
822,0.9878919999999999,0.04489,0.1369928,1.4279388,1.41675583764,1955.736,2770.80039489,0.47040000000000004,35165.96826385909,4248.8152338166765,30917.153030042413,55470.47417086784
823,0.9880779999999999,0.044884999999999994,0.1369552,1.4281942,1.41699368826,1955.524,2770.96516525,0.47040000000000004,35154.75985746292,4247.7982842633455,30906.961573199576,55438.19340322935
824,0.9882639999999999,0.044879999999999996,0.1369176,1.4284496,1.41723153888,1955.312,2771.12983475,0.47040000000000004,35143.55273206491,4246.781334710015,30896.771397354896,55405.92463431617
825,0.9884499999999999,0.044875,0.13688,1.428705,1.4174693895,1955.1,2771.29440341,0.47040000000000004,35132.34688770497,4245.764385156684,30886.582502548285,55373.66786193319
826,0.9886359999999998,0.04487,0.1368424,1.4289604,1.41770724012,1954.888,2771.45887122,0.47040000000000004,35121.1423244231,4244.747435603353,30876.394888819745,55341.42308388534
827,0.9888219999999999,0.044864999999999995,0.1368048,1.4292158,1.41794509074,1954.676,2771.62323819,0.47040000000000004,35109.93904225915,4243.730486050022,30866.20855620913,55309.19029797769
828,0.9890079999999999,0.04486,0.1367672,1.4294712,1.41818294136,1954.464,2771.7875043,0.47040000000000004,35098.737041253116,4242.713536496691,30856.023504756427,55276.96950201545
829,0.9891939999999999,0.044855,0.1367296,1.4297266,1.41842079198,1954.252,2771.95166956,0.47040000000000004,35087.536321444924,4241.69658694336,30845.839734501566,55244.76069380388
830,0.9893799999999999,0.04485,0.136692,1.429982,1.4186586426,1954.04,2772.11573398,0.47040000000000004,35076.33688287449,4240.679637390029,30835.657245484465,55212.56387114839
831,0.989566,0.044844999999999996,0.1366544,1.4302374,1.41889649322,1953.828,2772.27969755,0.47040000000000004,35065.13872558179,4239.662687836698,30825.47603774509,55180.37903185452
832,0.989752,0.04484,0.13661679999999998,1.4304928,1.41913434384,1953.616,2772.44356027,0.47040000000000004,35053.94184960671,4185.02887856374,30868.91297104297,55184.028158520894
833,0.9899379999999999,0.044835,0.1365792,1.4307482,1.41937219445,1953.404,2772.60732214,0.47040000000000004,35042.74625498921,4184.024792940285,30858.721462048925,55151.85009237696
834,0.9901239999999999,0.044829999999999995,0.13654159999999999,1.4310036,1.41961004507,1953.192,2772.77098316,0.47040000000000004,35031.551941769234,4183.020707316829,30848.531234452406,55119.684007135824
835,0.9903099999999999,0.044825,0.13650400000000001,1.431259,1.41984789569,1952.98,2772.93454333,0.47040000000000004,35020.358909986724,4182.016621693373,30838.342288293352,55087.529900603426
836,0.9904959999999999,0.04482,0.1364664,1.4315144,1.42008574631,1952.768,2773.09800266,0.47040000000000004,35009.167159681594,4181.012536069918,30828.154623611677,55055.38777058583
837,0.990682,0.044815,0.13642880000000002,1.4317698,1.42032359693,1952.556,2773.26136113,0.47040000000000004,34997.97669089379,4180.008450446461,30817.968240447328,55023.25761488916
838,0.9908679999999999,0.044809999999999996,0.1363912,1.4320252,1.42056144755,1952.344,2773.42461876,0.47040000000000004,34986.78750366327,4179.004364823006,30807.783138840263,54991.13943131969
839,0.9910539999999999,0.044805,0.1363536,1.4322806,1.42079929817,1952.132,2773.58777554,0.47040000000000004,34975.59959802994,4178.00027919955,30797.59931883039,54959.03321768378
840,0.9912399999999999,0.0448,0.136316,1.432536,1.42103714879,1951.92,2773.75083146,0.47040000000000004,34964.412974033745,4176.996193576095,30787.41678045765,54926.93897178789
841,0.9914259999999999,0.044795,0.1362784,1.4327914,1.42127499941,1951.708,2773.91378655,0.47040000000000004,34953.227631714624,4115.592379950024,30837.6352517646,54949.77493504872
842,0.9916119999999999,0.044789999999999996,0.1362408,1.4330468,1.42151285003,1951.496,2774.07664078,0.47040000000000004,34942.04357111252,4114.602816982977,30827.44075412954,54917.67821187758
843,0.991798,0.044785,0.1362032,1.4333022,1.42175070065,1951.284,2774.23939416,0.47040000000000004,34930.86079226737,4113.61325401593,30817.24753825144,54885.59345621648
844,0.991984,0.04478,0.1361656,1.4335576,1.42198855127,1951.0720000000001,2774.4020467,0.47040000000000004,34919.67929521909,4112.6236910488815,30807.055604170208,54853.52066587227
845,0.9921699999999999,0.044774999999999995,0.136128,1.433813,1.42222640189,1950.8600000000001,2774.56459838,0.47040000000000004,34908.499080007634,4111.634128081834,30796.8649519258,54821.45983865204
846,0.9923559999999999,0.04477,0.1360904,1.4340684,1.4224642525,1950.648,2774.72704922,0.47040000000000004,34897.32014667295,4110.644565114787,30786.675581558164,54789.41097236287
847,0.9925419999999999,0.044765,0.1360528,1.4343238,1.42270210312,1950.436,2774.88939921,0.47040000000000004,34886.14249525494,4109.65500214774,30776.487493107205,54757.374064811986
848,0.9927279999999999,0.044759999999999994,0.1360152,1.4345792,1.42293995374,1950.224,2775.05164835,0.47040000000000004,34874.96612579357,4108.665439180692,30766.30068661288,54725.34911380671
849,0.9929139999999999,0.044754999999999996,0.1359776,1.4348346,1.42317780436,1950.012,2775.21379664,0.47040000000000004,34863.79103832878,4107.675876213645,30756.115162115137,54693.33611715451
850,0.9930999999999999,0.04475,0.13594,1.43509,1.42341565498,1949.8,2775.37584408,0.47040000000000004,34852.61723290049,4106.686313246598,30745.930919653892,54661.3350726629
851,0.9932859999999999,0.044745,0.1359024,1.4353454,1.4236535056,1949.588,2775.53779068,0.47040000000000004,34841.44470954863,4105.6967502795505,30735.74795926908,54629.34597813959
852,0.9934719999999999,0.044739999999999995,0.1358648,1.4356008,1.42389135622,1949.376,2775.69963642,0.47040000000000004,34830.273468313164,4104.707187312502,30725.56628100066,54597.3688313923
853,0.9936579999999999,0.044735,0.1358272,1.4358562,1.42412920684,1949.164,2775.86138132,0.47040000000000004,34819.103509233995,4103.717624345456,30715.38588488854,54565.40363022888
854,0.993844,0.04473,0.1357896,1.4361116,1.42436705746,1948.952,2776.02302537,0.47040000000000004,34807.934832351086,4102.728061378408,30705.206770972676,54533.45037245739
855,0.99403,0.044725,0.13575199999999998,1.436367,1.42460490808,1948.74,2776.18456857,0.47040000000000004,34796.767437704366,4101.738498411361,30695.028939293006,54501.509055885836
856,0.9942159999999999,0.044719999999999996,0.1357144,1.4366224,1.4248427587,1948.528,2776.34601092,0.47040000000000004,34785.488253188574,4074.0645034407885,30711.423749747784,54473.42491753465
857,0.9944019999999999,0.044715,0.1356768,1.4368778,1.42508060932,1948.316,2776.50735242,0.47040000000000004,34774.17061264206,4073.0813797671785,30701.08923287488,54441.48350882158
858,0.9945879999999999,0.04471,0.13563920000000002,1.4371332,1.42531845993,1948.104,2776.66859307,0.47040000000000004,34762.85436084051,4072.0982560935686,30690.75610474694,54409.55406124429
859,0.9947739999999999,0.044704999999999995,0.1356016,1.4373886,1.42555631055,1947.892,2776.82973288,0.47040000000000004,34751.539497800215,4071.115132419958,30680.424365380255,54377.63657259673
860,0.9949599999999998,0.0447,0.135564,1.437644,1.42579416117,1947.68,2776.99077183,0.47040000000000004,34740.22602353751,4070.132008746348,30670.09401479116,54345.73104067298
861,0.9951459999999999,0.044695,0.1355264,1.4378994,1.42603201179,1947.468,2777.15170994,0.47040000000000004,34728.91393806873,4069.1488850727374,30659.76505299599,54313.83746326722
862,0.9953319999999999,0.04469,0.1354888,1.4381548,1.42626986241,1947.256,2777.3125472,0.47040000000000004,34717.603241410165,4068.1657613991274,30649.437480011038,54281.955838173744
863,0.9955179999999999,0.044684999999999996,0.1354512,1.4384102,1.42650771303,1947.044,2777.47328361,0.47040000000000004,34706.293933578156,4067.1826377255175,30639.11129585264,54250.08616318694
864,0.9957039999999999,0.04468,0.1354136,1.4386656,1.42674556365,1946.8319999999999,2777.63391917,0.47040000000000004,34694.986014589005,4066.1995140519066,30628.7865005371,54218.2284361013
865,0.9958899999999999,0.044675,0.135376,1.438921,1.42698341427,1946.62,2777.79445389,0.47040000000000004,34683.67948445904,4065.2163903782966,30618.463094080744,54186.38265471149
866,0.996076,0.04467,0.1353384,1.4391764,1.42722126489,1946.408,2777.95488775,0.47040000000000004,34672.37434320459,4064.2332667046862,30608.141076499902,54154.54881681219
867,0.996262,0.044664999999999996,0.1353008,1.4394318,1.42745911551,1946.196,2778.11522076,0.47040000000000004,34661.07059084196,4063.2501430310763,30597.820447810886,54122.72692019827
868,0.9964479999999999,0.04466,0.1352632,1.4396872,1.42769696613,1945.984,2778.27545293,0.47040000000000004,34649.76822738747,4062.2670193574663,30587.50120803,54090.91696266468
869,0.9966339999999999,0.044655,0.1352256,1.4399426,1.42793481675,1945.772,2778.43558425,0.47040000000000004,34638.467252857445,4061.283895683856,30577.183357173588,54059.11894200651
870,0.9968199999999999,0.044649999999999995,0.135188,1.440198,1.42817266737,1945.56,2778.59561472,0.47040000000000004,34627.1676672682,4060.300772010246,30566.866895257954,54027.3328560189
871,0.997006,0.044645,0.1351504,1.4404534,1.42841051798,1945.348,2778.75554434,0.47040000000000004,34615.86947063606,4059.317648336635,30556.55182229943,53995.55870249713
872,0.9971919999999999,0.04464,0.1351128,1.4407088,1.4286483686,1945.136,2778.91537311,0.47040000000000004,34604.57266297733,4058.334524663025,30546.2381383143,53963.79647923664
873,0.9973779999999999,0.044634999999999994,0.1350752,1.4409642,1.42888621922,1944.924,2779.07510104,0.47040000000000004,34593.27724430836,4057.351400989415,30535.925843318946,53932.04618403288
874,0.9975639999999999,0.044629999999999996,0.1350376,1.4412196,1.42912406984,1944.712,2779.23472811,0.47040000000000004,34581.983214645436,4056.3682773158043,30525.614937329632,53900.307814681524
875,0.9977499999999999,0.044625,0.135,1.441475,1.42936192046,1944.5,2779.39425434,0.47040000000000004,34570.69057400488,4055.3851536421944,30515.30542036269,53868.58136897826
876,0.9979359999999999,0.04462,0.1349624,1.4417304,1.42959977108,1944.288,2779.55367971,0.47040000000000004,34559.399322403035,4054.402029968584,30504.99729243445,53836.86684471896
877,0.998122,0.044614999999999995,0.1349248,1.4419858,1.4298376217,1944.076,2779.71300424,0.47040000000000004,34548.10945985623,4053.418906294974,30494.690553561253,53805.16423969956
878,0.998308,0.04461,0.13488719999999998,1.4422412,1.43007547232,1943.864,2779.87222792,0.47040000000000004,34536.82098638072,4052.435782621364,30484.385203759357,53773.473551716095
879,0.9984939999999999,0.044605,0.13484960000000001,1.4424966,1.43031332294,1943.652,2780.03135076,0.47040000000000004,34525.53390199288,4051.4526589477537,30474.081243045126,53741.79477856478
880,0.9986799999999999,0.0446,0.134812,1.442752,1.43055117356,1943.44,2780.19037274,0.47040000000000004,34514.24820670902,4050.4695352741437,30463.778671434873,53710.12791804189
